SaleID,price
150000,37939.06921438663
150001,331.52240373064086
150002,6084.855845565921
150003,11959.544367964561
150004,640.6659459571099
150005,1684.6337258017738
150006,4646.6638340174895
150007,9329.964351799865
150008,2361.2654309149552
150009,2155.3359328383012
150010,2674.3225803661508
150011,6550.4329003708035
150012,2406.908552090591
150013,11740.783604392893
150014,12072.582283572096
150015,382.3051697124693
150016,572.9732644652769
150017,6150.360033175999
150018,10406.79767963868
150019,1352.3790780836948
150020,5094.037028264487
150021,12815.87427344497
150022,1462.91891345948
150023,14676.292184513926
150024,1600.4630158893563
150025,6236.593037304756
150026,1214.1266898108843
150027,3958.083197729714
150028,21473.95017464994
150029,15329.649665929715
150030,1349.2194746759396
150031,257.9850938390338
150032,3823.720828883149
150033,2612.968123840878
150034,3453.1838350061203
150035,7547.1764358788205
150036,1009.9150336815616
150037,3768.4181579493666
150038,25890.961048128847
150039,1491.7430821288926
150040,13520.708082886416
150041,4326.99634159576
150042,16564.67751392795
150043,26155.60991264918
150044,6666.690478717402
150045,1951.4467063791628
150046,2856.6113375615523
150047,42844.37516382412
150048,1231.1126609989115
150049,36639.63671442251
150050,5392.16752112953
150051,9871.284510579233
150052,927.8485964096672
150053,459.1472578444952
150054,14351.747655881352
150055,4268.970680807493
150056,921.4212021560774
150057,2621.474476273455
150058,1061.4647333309103
150059,2231.0441545734834
150060,9100.290636666934
150061,3084.4509365055656
150062,1307.325759219627
150063,11108.435479737598
150064,20829.276203241134
150065,9090.663897282977
150066,12809.073760099032
150067,3751.3770199326
150068,1110.701937191084
150069,2673.5146262686853
150070,1789.0557502133304
150071,598.181072519619
150072,1022.3292771671496
150073,22594.113854439394
150074,264.84835744632323
150075,1142.986522411884
150076,1641.391414014639
150077,7256.048334070882
150078,2531.4926386599204
150079,2673.335637974789
150080,2765.7310835743488
150081,8551.806745408341
150082,15127.616008199913
150083,446.82398268678367
150084,3898.8097085014892
150085,3474.522825852274
150086,36279.85420336015
150087,338.58254563492653
150088,2822.3319101329766
150089,2990.0491865897948
150090,900.6689318795057
150091,6759.654698863549
150092,6108.117983703465
150093,886.5555895830365
150094,10992.749887570924
150095,144.0442901670195
150096,14279.057449306923
150097,8719.983967446902
150098,490.03334274526514
150099,393.72524260131
150100,509.33318917206486
150101,4149.742418011027
150102,1566.2490974291682
150103,2654.9051492672843
150104,3962.385768893774
150105,965.1421536972905
150106,1952.223467533812
150107,626.1659376192243
150108,7510.25717329836
150109,1973.6296493562159
150110,2874.5950312040995
150111,10624.551295590454
150112,11314.088720060032
150113,1536.5079349675284
150114,1211.7790000253685
150115,2552.8565337398654
150116,6006.043738606147
150117,2930.567062249388
